EdgeId	LineIndex	Fraction	Longitude	Latitude
156469345	1	0.25008667941225	116.31841956941680	39.98465334087881
156469345	1	0.26458143354162	116.31826334700679	39.98464849575796
156469345	1	0.28674962529495	116.31802441432026	39.98464108543994
156469345	1	0.31131223391594	116.31775968206128	39.98463287496753
156469345	2	0.33413473295676	116.31751370520020	39.98462523888423
156469345	2	0.35490844588977	116.31728980236102	39.98461828633717
156469345	2	0.37579302151932	116.31706471530161	39.98461129701816
156469345	2	0.39024321319223	116.31690896555115	39.98460646073528
156469345	2	0.40821818648192	116.31671524136618	39.98460044528449
156469345	2	0.42584752901179	116.31652523339973	39.98459454522832
156469345	3	0.44192696756831	116.31635191584226	39.98458956494672
156469345	3	0.45735644639408	116.31618555016600	39.98458574889901
156469345	3	0.47823232691018	116.31596047103146	39.98458058609899
156469345	4	0.49119021973639	116.31582076424576	39.98457724025845
156469345	4	0.51063792786751	116.31561108185197	39.98457214964438
156469345	4	0.52956392919134	116.31540703391724	39.98456719582222
156469345	4	0.55367765258022	116.31514705822015	39.98456088420054
156469345	4	0.57615126019366	116.31490476555184	39.98455500188278
156469345	4	0.58520504707861	116.31480714770726	39.98455263194239
156469345	4	0.60227029412308	116.31462317183403	39.98454816542447
156469345	4	0.62078219066862	116.31442358236180	39.98454331984370
156469345	6	0.63823980470775	116.31423535731416	39.98453878419023
170613314	4	0.81419511266519	116.31402121152540	39.98463439568362
170613314	3	0.75326540358752	116.31380850690687	39.98461715806935
156469345	8	0.69179844292256	116.31365797117627	39.98452350967197
156469345	4	0.62981641354829	116.31432618005327	39.98454095513603
170613314	4	0.83906928900867	116.31410804178721	39.98464149100346
170613314	4	0.79094737615512	116.31394006395797	39.98462776472418
170613314	3	0.72997091110688	116.31372684898747	39.98461384016144
170613314	3	0.67273492370428	116.31352620844497	39.98460568777589
170613314	3	0.61353184582553	116.31331866575768	39.98459725494380
170613314	3	0.55322666292619	116.31310725861778	39.98458866509206
170613314	2	0.50098688495026	116.31292411373288	39.98458157308696
170613314	1	0.45168605369589	116.31275109928420	39.98457854088626
170613314	1	0.38885604838575	116.31253070104718	39.98457184399020
170613314	1	0.33343686441103	116.31233630206314	39.98456593709272
170613314	1	0.27382634164588	116.31212721415602	39.98455958386594
170613314	0	0.21335751284954	116.31191510201780	39.98455350215425
170613314	0	0.15720693190661	116.31171800814664	39.98455584386360
170613314	0	0.11433170689350	116.31156751451950	39.98455763190670
170613314	0	0.06040871397703	116.31137823734863	39.98455988074438
170613314	0	0.00597474509647	116.31118716979739	39.98456215085390
170613299	3	0.36809318031292	116.31101035411040	39.98454886387219
170613299	4	0.40303308324557	116.31085980744966	39.98454721218430
270313341	0	0.72394384012143	116.31065665410273	39.98456733166854
270313341	0	0.05274475082216	116.31053227128997	39.98457008379769
121988926	3	0.94133411241921	116.31033183229155	39.98456838827810
121988926	3	0.85931728993536	116.31006526415439	39.98456571554367
121988926	3	0.82054694713758	116.30993925369674	39.98456445210503
270313343	0	0.67557204700062	116.30979845477363	39.98466112867579
270313343	0	0.25355596784168	116.30980216851289	39.98459989417961
270313344	0	0.86267318663407	116.30965550344393	39.98456102959598
170613299	10	0.71741620612154	116.30950834428896	39.98445922586095
165628815	2	0.07364152491702	116.30935416411770	39.98439890914484
170613299	10	0.79449734530570	116.30917606112730	39.98444336038438
165628815	2	0.10737083310601	116.30899940458062	39.98438596089462
170613299	11	0.87503664455326	116.30882853564142	39.98443232055116
165628815	2	0.14104112920197	116.30864527133133	39.98437303550308
170613299	11	0.95399072757082	116.30848769225393	39.98442416442362
165628815	2	0.16824459065093	116.30835916336608	39.98436259294373
